#K-Path          Energy     s    p    d    tot
# NKPTS & NBANDS:  80 176
# Band-Index:    1
   1.11302    -20.837032  0.000  0.000  0.000  0.000
   1.08480    -20.836958  0.000  0.000  0.000  0.000
   1.05657    -20.836893  0.000  0.000  0.000  0.000
   1.02835    -20.836837  0.000  0.000  0.000  0.000
   1.00013    -20.836791  0.000  0.000  0.000  0.000
   0.97190    -20.836757  0.000  0.000  0.000  0.000
   0.94368    -20.836737  0.000  0.000  0.000  0.000
   0.91545    -20.836730  0.000  0.000  0.000  0.000
   0.91545    -20.836730  0.000  0.000  0.000  0.000
   0.89550    -20.836727  0.000  0.000  0.000  0.000
   0.87554    -20.836717  0.000  0.000  0.000  0.000
   0.85558    -20.836702  0.000  0.000  0.000  0.000
   0.83562    -20.836683  0.000  0.000  0.000  0.000
   0.81567    -20.836663  0.000  0.000  0.000  0.000
   0.79571    -20.836643  0.000  0.000  0.000  0.000
   0.77575    -20.836622  0.000  0.000  0.000  0.000
   0.75579    -20.836601  0.000  0.000  0.000  0.000
   0.73584    -20.836582  0.000  0.000  0.000  0.000
   0.71588    -20.836564  0.000  0.000  0.000  0.000
   0.69592    -20.836546  0.000  0.000  0.000  0.000
   0.67596    -20.836530  0.000  0.000  0.000  0.000
   0.65600    -20.836514  0.000  0.000  0.000  0.000
   0.63605    -20.836502  0.000  0.000  0.000  0.000
   0.61609    -20.836491  0.000  0.000  0.000  0.000
   0.59613    -20.836484  0.000  0.000  0.000  0.000
   0.57617    -20.836478  0.000  0.000  0.000  0.000
   0.55622    -20.836477  0.000  0.000  0.000  0.000
   0.53626    -20.836477  0.000  0.000  0.000  0.000
   0.53626    -20.836477  0.000  0.000  0.000  0.000
   0.50804    -20.836481  0.000  0.000  0.000  0.000
   0.47981    -20.836498  0.000  0.000  0.000  0.000
   0.45159    -20.836529  0.000  0.000  0.000  0.000
   0.42336    -20.836571  0.000  0.000  0.000  0.000
   0.39514    -20.836625  0.000  0.000  0.000  0.000
   0.36691    -20.836687  0.000  0.000  0.000  0.000
   0.33869    -20.836754  0.000  0.000  0.000  0.000
   0.31047    -20.836828  0.000  0.000  0.000  0.000
   0.28224    -20.836902  0.000  0.000  0.000  0.000
   0.25402    -20.836978  0.000  0.000  0.000  0.000
   0.22579    -20.837053  0.000  0.000  0.000  0.000
   0.19757    -20.837126  0.000  0.000  0.000  0.000
   0.16935    -20.837194  0.000  0.000  0.000  0.000
   0.14112    -20.837255  0.000  0.000  0.000  0.000
   0.11290    -20.837306  0.000  0.000  0.000  0.000
   0.08467    -20.837347  0.000  0.000  0.000  0.000
   0.05645    -20.837379  0.000  0.000  0.000  0.000
   0.02822    -20.837397  0.000  0.000  0.000  0.000
   0.00000    -20.837402  0.000  0.000  0.000  0.000
 
# Band-Index:    3
   0.00000    -20.799573  0.000  0.000  0.000  0.000
   0.02822    -20.799565  0.000  0.000  0.000  0.000
   0.05645    -20.799541  0.000  0.000  0.000  0.000
   0.08467    -20.799499  0.000  0.000  0.000  0.000
   0.11290    -20.799444  0.000  0.000  0.000  0.000
   0.14112    -20.799376  0.000  0.000  0.000  0.000
   0.16935    -20.799295  0.000  0.000  0.000  0.000
   0.19757    -20.799206  0.000  0.000  0.000  0.000
   0.22579    -20.799111  0.000  0.000  0.000  0.000
   0.25402    -20.799011  0.000  0.000  0.000  0.000
   0.28224    -20.798910  0.000  0.000  0.000  0.000
   0.31047    -20.798810  0.000  0.000  0.000  0.000
   0.33869    -20.798715  0.000  0.000  0.000  0.000
   0.36691    -20.798626  0.000  0.000  0.000  0.000
   0.39514    -20.798545  0.000  0.000  0.000  0.000
   0.42336    -20.798475  0.000  0.000  0.000  0.000
   0.45159    -20.798420  0.000  0.000  0.000  0.000
   0.47981    -20.798379  0.000  0.000  0.000  0.000
   0.50804    -20.798355  0.000  0.000  0.000  0.000
   0.53626    -20.798350  0.000  0.000  0.000  0.000
   0.53626    -20.798350  0.000  0.000  0.000  0.000
   0.55622    -20.798348  0.000  0.000  0.000  0.000
   0.57617    -20.798346  0.000  0.000  0.000  0.000
   0.59613    -20.798344  0.000  0.000  0.000  0.000
   0.61609    -20.798343  0.000  0.000  0.000  0.000
   0.63605    -20.798342  0.000  0.000  0.000  0.000
   0.65600    -20.798340  0.000  0.000  0.000  0.000
   0.67596    -20.798339  0.000  0.000  0.000  0.000
   0.69592    -20.798337  0.000  0.000  0.000  0.000
   0.71588    -20.798334  0.000  0.000  0.000  0.000
   0.73584    -20.798331  0.000  0.000  0.000  0.000
   0.75579    -20.798328  0.000  0.000  0.000  0.000
   0.77575    -20.798326  0.000  0.000  0.000  0.000
   0.79571    -20.798323  0.000  0.000  0.000  0.000
   0.81567    -20.798320  0.000  0.000  0.000  0.000
   0.83562    -20.798318  0.000  0.000  0.000  0.000
   0.85558    -20.798317  0.000  0.000  0.000  0.000
   0.87554    -20.798316  0.000  0.000  0.000  0.000
   0.89550    -20.798316  0.000  0.000  0.000  0.000
   0.91545    -20.798315  0.000  0.000  0.000  0.000
   0.91545    -20.798315  0.000  0.000  0.000  0.000
   0.94368    -20.798324  0.000  0.000  0.000  0.000
   0.97190    -20.798348  0.000  0.000  0.000  0.000
   1.00013    -20.798389  0.000  0.000  0.000  0.000
   1.02835    -20.798445  0.000  0.000  0.000  0.000
   1.05657    -20.798514  0.000  0.000  0.000  0.000
   1.08480    -20.798593  0.000  0.000  0.000  0.000
   1.11302    -20.798682  0.000  0.000  0.000  0.000
   1.14125    -20.798778  0.000  0.000  0.000  0.000
   1.16947    -20.798877  0.000  0.000  0.000  0.000
   1.19769    -20.798978  0.000  0.000  0.000  0.000
   1.22592    -20.799077  0.000  0.000  0.000  0.000
   1.25414    -20.799172  0.000  0.000  0.000  0.000
   1.28237    -20.799260  0.000  0.000  0.000  0.000
   1.31059    -20.799339  0.000  0.000  0.000  0.000
   1.33882    -20.799408  0.000  0.000  0.000  0.000
   1.36704    -20.799462  0.000  0.000  0.000  0.000
   1.39526    -20.799502  0.000  0.000  0.000  0.000
   1.42349    -20.799526  0.000  0.000  0.000  0.000
   1.45171    -20.799535  0.000  0.000  0.000  0.000
   1.45171    -20.799535  0.000  0.000  0.000  0.000
   1.47167    -20.799535  0.000  0.000  0.000  0.000
   1.49163    -20.799536  0.000  0.000  0.000  0.000
   1.51159    -20.799538  0.000  0.000  0.000  0.000
   1.53154    -20.799540  0.000  0.000  0.000  0.000
   1.55150    -20.799542  0.000  0.000  0.000  0.000
   1.57146    -20.799544  0.000  0.000  0.000  0.000
   1.59142    -20.799547  0.000  0.000  0.000  0.000
   1.61137    -20.799550  0.000  0.000  0.000  0.000
   1.63133    -20.799553  0.000  0.000  0.000  0.000
   1.65129    -20.799556  0.000  0.000  0.000  0.000
   1.67125    -20.799559  0.000  0.000  0.000  0.000
   1.69120    -20.799562  0.000  0.000  0.000  0.000
   1.71116    -20.799565  0.000  0.000  0.000  0.000
   1.73112    -20.799568  0.000  0.000  0.000  0.000
   1.75108    -20.799570  0.000  0.000  0.000  0.000
   1.77103    -20.799571  0.000  0.000  0.000  0.000
   1.79099    -20.799572  0.000  0.000  0.000  0.000
   1.81095    -20.799573  0.000  0.000  0.000  0.000
   1.83091    -20.799573  0.000  0.000  0.000  0.000
 
# Band-Index:    4
   1.83091    -20.798724  0.000  0.000  0.000  0.000
   1.81095    -20.798725  0.000  0.000  0.000  0.000
   1.79099    -20.798724  0.000  0.000  0.000  0.000
   1.77103    -20.798723  0.000  0.000  0.000  0.000
   1.75108    -20.798721  0.000  0.000  0.000  0.000
   1.73112    -20.798719  0.000  0.000  0.000  0.000
   1.71116    -20.798717  0.000  0.000  0.000  0.000
   1.69120    -20.798714  0.000  0.000  0.000  0.000
   1.67125    -20.798711  0.000  0.000  0.000  0.000
   1.65129    -20.798708  0.000  0.000  0.000  0.000
   1.63133    -20.798705  0.000  0.000  0.000  0.000
   1.61137    -20.798702  0.000  0.000  0.000  0.000
   1.59142    -20.798699  0.000  0.000  0.000  0.000
   1.57146    -20.798696  0.000  0.000  0.000  0.000
   1.55150    -20.798694  0.000  0.000  0.000  0.000
   1.53154    -20.798691  0.000  0.000  0.000  0.000
   1.51159    -20.798690  0.000  0.000  0.000  0.000
   1.49163    -20.798688  0.000  0.000  0.000  0.000
