#K-Path          Energy     s    p    d    tot
# NKPTS & NBANDS:  60 192
# Band-Index:    1
   0.90317    -21.420692  0.000  0.000  0.000  0.000
   0.93140    -21.420631  0.000  0.000  0.000  0.000
   0.95962    -21.420579  0.000  0.000  0.000  0.000
   0.98785    -21.420537  0.000  0.000  0.000  0.000
   1.01607    -21.420504  0.000  0.000  0.000  0.000
   1.04430    -21.420485  0.000  0.000  0.000  0.000
   1.07252    -21.420478  0.000  0.000  0.000  0.000
   1.07252    -21.420478  0.000  0.000  0.000  0.000
   1.11243    -21.420492  0.000  0.000  0.000  0.000
   1.15235    -21.420529  0.000  0.000  0.000  0.000
   1.19226    -21.420593  0.000  0.000  0.000  0.000
   1.23218    -21.420680  0.000  0.000  0.000  0.000
   1.27209    -21.420786  0.000  0.000  0.000  0.000
   1.31201    -21.420912  0.000  0.000  0.000  0.000
   1.35192    -21.421052  0.000  0.000  0.000  0.000
   1.39184    -21.421206  0.000  0.000  0.000  0.000
   1.43176    -21.421368  0.000  0.000  0.000  0.000
   1.47167    -21.421533  0.000  0.000  0.000  0.000
   1.51159    -21.421701  0.000  0.000  0.000  0.000
   1.55150    -21.421862  0.000  0.000  0.000  0.000
   1.59142    -21.422014  0.000  0.000  0.000  0.000
   1.63133    -21.422151  0.000  0.000  0.000  0.000
   1.67125    -21.422268  0.000  0.000  0.000  0.000
   1.71116    -21.422366  0.000  0.000  0.000  0.000
   1.75108    -21.422439  0.000  0.000  0.000  0.000
   1.79099    -21.422483  0.000  0.000  0.000  0.000
   1.83091    -21.422499  0.000  0.000  0.000  0.000
 
# Band-Index:    6
   1.83091    -21.417949  0.000  0.000  0.000  0.000
   1.79099    -21.417933  0.000  0.000  0.000  0.000
   1.75108    -21.417889  0.000  0.000  0.000  0.000
   1.71116    -21.417816  0.000  0.000  0.000  0.000
   1.67125    -21.417718  0.000  0.000  0.000  0.000
   1.63133    -21.417601  0.000  0.000  0.000  0.000
   1.59142    -21.417464  0.000  0.000  0.000  0.000
   1.55150    -21.417312  0.000  0.000  0.000  0.000
   1.51159    -21.417150  0.000  0.000  0.000  0.000
   1.47167    -21.416983  0.000  0.000  0.000  0.000
   1.43176    -21.416817  0.000  0.000  0.000  0.000
