#K-Path          Energy     s    py    pz    px    dxy    dyz    dz2    dxz    dx2-y2    tot
# NKPTS & NBANDS:  60 315
# Band-Index:    1
   0.00000    -21.784848  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.02304    -21.784849  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.04609    -21.784849  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.06913    -21.784847  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.09218    -21.784847  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.11522    -21.784846  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.13827    -21.784846  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.16131    -21.784844  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.18436    -21.784844  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.20740    -21.784843  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.23045    -21.784842  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.25349    -21.784841  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.27654    -21.784841  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.29958    -21.784840  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.32263    -21.784839  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.34567    -21.784838  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.36872    -21.784838  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.39176    -21.784837  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.41481    -21.784836  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.43785    -21.784837  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.43785    -21.784837  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.45116    -21.784837  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.46446    -21.784836  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.47777    -21.784836  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.49107    -21.784837  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.50438    -21.784837  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.51768    -21.784837  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.53099    -21.784837  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
   0.54429    -21.784837  0.915  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.915
