#K-Path          Energy     s    py    pz    px    dxy    dyz    dz2    dxz    dx2-y2    tot
# NKPTS & NBANDS:  60 384
# Band-Index:    1
# Band-Index:    2
   1.83091    -21.605675  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.79099    -21.605653  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.75108    -21.605595  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.71116    -21.605499  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.67125    -21.605370  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.63133    -21.605214  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.59142    -21.605032  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.55150    -21.604830  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.51159    -21.604614  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.47167    -21.604390  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.43176    -21.604167  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.39184    -21.603948  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.35192    -21.603740  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.31201    -21.603549  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.27209    -21.603377  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.23218    -21.603232  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.19226    -21.603113  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.15235    -21.603026  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.11243    -21.602975  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.07252    -21.602956  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.07252    -21.602956  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.04430    -21.602965  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.01607    -21.602992  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.98785    -21.603036  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.95962    -21.603094  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.93140    -21.603166  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.90317    -21.603250  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
