#Distance(A) Planar-Average-Potential(eV)/Densitiy(e/A)
  0.0000             2.93775
  0.1017             2.93784
  0.2034             2.93724
  0.3051             2.93761
  0.4068             2.93660
  0.5085             2.93806
  0.6102             2.93868
  0.7120             2.94060
  0.8137             2.94156
  0.9154             2.94351
  1.0171             2.94395
  1.1188             2.94441
  1.2205             2.94315
  1.3222             2.94198
  1.4239             2.94120
  1.5256             2.93971
  1.6273             2.93806
  1.7290             2.93808
  1.8307             2.93875
  1.9324             2.93818
  2.0341             2.93766
  2.1359             2.93800
  2.2376             2.93993
  2.3393             2.94078
  2.4410             2.94223
  2.5427             2.94277
  2.6444             2.94347
  2.7461             2.94226
  2.8478             2.94140
  2.9495             2.93923
  3.0512             2.93822
  3.1529             2.93600
  3.2546             2.93542
  3.3563             2.93448
  3.4580             2.93491
  3.5598             2.93406
  3.6615             2.93467
  3.7632             2.93463
  3.8649             2.93677
  3.9666             2.93646
  4.0683             2.93723
  4.1700             2.93629
  4.2717             2.93728
  4.3734             2.93622
  4.4751             2.93600
  4.5768             2.93517
  4.6785             2.93634
  4.7802             2.93522
  4.8820             2.93472
  4.9837             2.93405
  5.0854             2.93544
  5.1871             2.93385
  5.2888             2.93382
  5.3905             2.93322
  5.4922             2.93531
  5.5939             2.93484
  5.6956             2.93473
  5.7973             2.93377
  5.8990             2.93506
  6.0007             2.93423
  6.1024             2.93345
  6.2041             2.93284
  6.3059             2.93382
  6.4076             2.93318
  6.5093             2.93253
  6.6110             2.93266
  6.7127             2.93472
  6.8144             2.93571
  6.9161             2.93553
  7.0178             2.93526
  7.1195             2.93615
  7.2212             2.93587
  7.3229             2.93345
  7.4246             2.93207
  7.5263             2.93215
  7.6280             2.93269
  7.7298             2.93104
  7.8315             2.93173
  7.9332             2.93281
  8.0349             2.93482
  8.1366             2.93329
  8.2383             2.93488
  8.3400             2.93613
  8.4417             2.93778
  8.5434             2.93569
  8.6451             2.93613
  8.7468             2.93590
  8.8485             2.93634
  8.9502             2.93180
  9.0520             2.93088
  9.1537             2.93021
  9.2554             2.93090
  9.3571             2.92684
  9.4588             2.92699
  9.5605             2.92534
  9.6622             2.92550
  9.7639             2.92058
  9.8656             2.92097
  9.9673             2.91906
 10.0690             2.91873
 10.1707             2.91169
 10.2724             2.90943
 10.3741             2.90554
 10.4759             2.90403
 10.5776             2.89532
 10.6793             2.89109
 10.7810             2.88300
 10.8827             2.87602
 10.9844             2.86375
 11.0861             2.85582
 11.1878             2.84315
 11.2895             2.83311
 11.3912             2.81403
 11.4929             2.79921
 11.5946             2.78214
 11.6963             2.76397
 11.7980             2.73736
 11.8998             2.71088
 12.0015             2.68747
 12.1032             2.65116
 12.2049             2.61821
 12.3066             2.57581
 12.4083             2.54356
 12.5100             2.48584
 12.6117             2.44080
 12.7134             2.40531
 12.8151             2.33471
 12.9168             2.27186
 13.0185             2.19503
 13.1202             2.13443
 13.2219             2.06436
 13.3237             1.97195
 13.4254             1.90514
 13.5271             1.80246
 13.6288             1.70384
 13.7305             1.61407
 13.8322             1.50330
 13.9339             1.39186
 14.0356             1.27008
 14.1373             1.14527
 14.2390             1.01126
 14.3407             0.86980
 14.4424             0.70811
 14.5441             0.53244
 14.6459             0.33779
 14.7476             0.12172
 14.8493            -0.12962
 14.9510            -0.41422
 15.0527            -0.74247
 15.1544            -1.12163
 15.2561            -1.56886
 15.3578            -2.07553
 15.4595            -2.67859
 15.5612            -3.48248
 15.6629            -4.49020
 15.7646            -5.63892
 15.8663            -6.82071
 15.9680            -7.95787
 16.0698            -8.98509
 16.1715            -9.88644
 16.2732           -10.66528
 16.3749           -11.33683
 16.4766           -11.89611
 16.5783           -12.31864
 16.6800           -12.55668
 16.7817           -12.55387
 16.8834           -12.28500
 16.9851           -11.77420
 17.0868           -11.09953
 17.1885           -10.36753
 17.2902            -9.69182
 17.3919            -9.12280
 17.4937            -8.61219
 17.5954            -8.11308
 17.6971            -7.66134
 17.7988            -7.29957
 17.9005            -7.05704
 18.0022            -6.96265
 18.1039            -7.12832
 18.2056            -7.58145
 18.3073            -8.29411
 18.4090            -9.21445
 18.5107           -10.46592
 18.6124           -12.10250
 18.7141           -13.99175
 18.8159           -15.89330
 18.9176           -17.57345
 19.0193           -18.87451
 19.1210           -19.74111
 19.2227           -20.19550
 19.3244           -20.31003
 19.4261           -20.14314
 19.5278           -19.70904
 19.6295           -18.95443
 19.7312           -17.80852
 19.8329           -16.23835
 19.9346           -14.28337
 20.0363           -12.08400
 20.1380            -9.85923
 20.2398            -7.88085
 20.3415            -6.32082
 20.4432            -5.15767
 20.5449            -4.23285
 20.6466            -3.57507
 20.7483            -3.18174
 20.8500            -2.91507
 20.9517            -2.79544
 21.0534            -2.88199
 21.1551            -3.14604
 21.2568            -3.57647
 21.3585            -4.16601
 21.4602            -5.01358
 21.5619            -6.13321
 21.6637            -7.45119
 21.7654            -8.81227
 21.8671           -10.10744
